applicant_id,score
"753","9.19"
"754","0.64"
"755","6.79"
"756","1.53"
"757","1.91"
"758","6.99"
"759","8.44"
"760","6.95"
"761","5.43"
"762","6.6"
"763","1.48"
"764","7.28"
"765","6.05"
"766","8.46"
"767","2.47"
"768","7.83"
"769","6.32"
"770","5.95"
"771","1.46"
"772","0.82"
"773","0.16"
"774","4.49"
"775","5.55"
"776","9.88"
"777","8.1"
"778","0.18"
"779","4.03"
"780","8.11"
"781","6.56"
"782","3.05"
"783","5.18"
"784","2.91"
"785","6.04"
"786","3.68"
"787","7.77"
"788","5.02"
"789","5.0"
"790","5.06"
"791","3.44"
"792","0.81"
"793","2.42"
"794","0.47"
"795","3.56"
"796","6.8"
"797","3.63"
"798","1.55"
"799","8.79"
"800","9.0"
"801","3.07"
"802","9.1"
"803","5.11"
"804","1.81"
"805","5.75"
"806","6.44"
"807","8.81"
"808","1.98"
"809","9.84"
"810","2.13"
"811","1.83"
"812","4.32"
"813","1.06"
"814","2.16"
"815","9.83"
"816","4.89"
"817","5.57"
"818","3.31"
"819","4.19"
"820","1.74"
"821","2.94"
"822","2.85"
"823","8.44"
"824","9.15"
"825","8.19"
"826","8.95"
"827","9.82"
"828","7.91"
"829","3.24"
"830","8.03"
"831","4.72"
"832","3.83"
"833","7.2"
"834","0.55"
"835","4.35"
"836","2.29"
"837","1.35"
"838","2.46"
"839","7.61"
"840","7.63"
"841","0.26"
"842","5.64"
"843","7.43"
"844","4.06"
"845","5.78"
"846","7.25"
"847","2.07"
"848","7.34"
"849","7.14"
"850","0.9"
"851","0.13"
"852","0.16"
"853","8.9"
"854","6.11"
"855","5.68"
"856","2.14"
"857","3.97"
"858","5.2"
"859","0.19"
"860","8.25"
"861","7.59"
"862","4.28"
"863","9.46"
"864","7.38"
"865","7.99"
"866","0.23"
"867","5.44"
"868","5.44"
"869","9.38"
"870","4.64"
"871","1.64"
"872","6.6"
"873","0.79"
"874","6.85"
"875","0.36"
"876","7.97"
"877","2.68"
"878","4.26"
"879","2.57"
"880","2.51"
"881","8.69"
"882","9.44"
"883","5.67"
"884","5.23"
"885","0.33"
"886","3.27"
"887","0.28"
"888","2.09"
"889","3.32"
"890","7.22"
"891","3.61"
"892","6.84"
"893","6.86"
"894","3.21"
"895","8.3"
"896","0.19"
"897","8.77"
"898","4.91"
"899","7.5"
"900","7.76"
"901","8.78"
"902","1.74"
"903","0.95"
"904","5.01"
"905","5.36"
"906","5.33"
"907","1.4"
"908","5.63"
"909","2.61"
"910","9.37"
"911","7.02"
"912","0.61"
"913","5.65"
"914","9.12"
"915","6.27"
"916","3.37"
"917","9.87"
"918","9.42"
"919","1.41"
"920","6.21"
"921","2.55"
"922","9.87"
"923","5.11"
"924","0.59"
"925","4.25"
"926","1.1"
"927","8.85"
"928","2.02"
"929","4.57"
"930","2.09"
"931","7.4"
"932","6.76"
"933","2.3"
"934","8.46"
"935","3.71"
"936","5.39"
"937","3.0"
"938","8.22"
"939","9.72"
"940","4.39"
"941","8.84"
"942","3.54"
"943","0.47"
"944","3.07"
"945","6.29"
"946","8.36"
"947","7.0"
"948","3.77"
"949","2.1"
"950","5.3"
"951","1.52"
"952","0.7"
"953","8.78"
"954","5.95"
"955","0.16"
"956","8.94"
"957","3.4"
"958","4.57"
"959","9.56"
"960","3.11"
"961","4.55"
"962","6.83"
"963","7.67"
"964","8.0"
"965","6.19"
"966","4.55"
"967","5.34"
"968","1.98"
"969","4.75"
"970","0.65"
"971","4.89"
"972","1.84"
"973","8.36"
"974","0.42"
"975","9.06"
"976","6.07"
"977","3.02"
"978","2.6"
"979","5.08"
"980","0.75"
"981","0.61"
"982","2.46"
"983","9.25"
"984","1.47"
"985","9.82"
"986","8.0"
"987","1.79"
"988","3.98"
"989","6.51"
"990","2.08"
"991","0.2"
"992","6.29"
"993","5.46"
"994","1.33"
"995","4.13"
"996","7.34"
"997","8.49"
"998","6.44"
"999","3.37"
"1000","2.15"
"1001","4.29"
"1002","0.04"
"1003","0.96"
"1004","6.17"
"1005","8.03"
"1006","3.98"
"1007","0.07"
"1008","3.54"
"1009","1.4"
"1010","3.29"
"1011","2.34"
"1012","1.54"
"1013","7.0"
"1014","7.59"
"1015","1.97"
"1016","9.94"
"1017","1.44"
"1018","7.05"
"1019","0.07"
"1020","6.7"
"1021","7.55"
"1022","8.69"
"1023","5.34"
"1024","9.19"
"1025","4.15"
"1026","3.68"
"1027","2.98"
"1028","8.08"
"1029","5.07"
"1030","2.5"
"1031","0.3"
"1032","0.56"
"1033","2.78"
"1034","5.22"
"1035","1.97"
"1036","5.35"
"1037","2.64"
"1038","8.48"
"1039","7.65"
"1040","3.55"
"1041","1.36"
"1042","5.46"
"1043","2.2"
"1044","6.34"
"1045","5.11"
"1046","2.66"
"1047","9.56"
"1048","0.22"
"1049","2.84"
"1050","8.5"
"1051","4.58"
"1052","9.5"
"1053","5.31"
"1054","2.35"
"1055","3.08"
"1056","2.15"
"1057","0.82"
"1058","7.95"
"1059","0.41"
"1060","4.8"
"1061","6.73"
"1062","0.71"
"1063","7.8"
"1064","4.08"
"1065","8.3"
"1066","7.82"
"1067","9.14"
"1068","5.87"
"1069","7.09"
"1070","8.59"
"1071","5.91"
"1072","4.07"
"1073","2.1"
"1074","9.28"
"1075","4.37"
"1076","4.76"
"1077","3.91"
"1078","0.41"
"1079","3.38"
"1080","6.05"
"1081","9.42"
"1082","6.81"
"1083","2.42"
"1084","5.16"
"1085","5.6"
"1086","1.19"
"1087","1.98"
"1088","2.66"
"1089","4.65"
"1090","4.68"
"1091","0.91"
"1092","9.77"
"1093","2.1"
"1094","5.43"
"1095","4.63"
"1096","5.39"
"1097","4.61"
"1098","9.3"
"1099","5.75"
"1100","9.22"
"1101","3.58"
"1102","8.67"
"1103","7.58"
"1104","2.12"
"1105","7.33"
"1106","9.81"
"1107","4.23"
"1108","7.52"
"1109","9.26"
"1110","1.84"
"1111","5.07"
"1112","5.5"
"1113","4.85"
"1114","7.56"
"1115","4.34"
"1116","7.86"
"1117","8.54"
"1118","8.59"
"1119","8.15"
"1120","3.14"
"1121","3.38"
"1122","6.32"
"1123","5.66"
"1124","4.9"
"1125","1.52"
"1126","9.8"
"1127","0.8"
"1128","0.83"
"1129","6.09"
"1130","0.54"
"1131","4.08"
"1132","7.71"
"1133","8.24"
"1134","0.42"
"1135","4.24"
"1136","2.22"
"1137","3.44"
"1138","7.1"
"1139","5.48"
"1140","9.34"
"1141","5.38"
"1142","7.29"
"1143","5.23"
"1144","2.74"
"1145","4.66"
"1146","4.7"
"1147","0.86"
"1148","8.44"
"1149","7.59"
"1150","3.67"
"1151","6.32"
"1152","8.39"
"1153","1.15"
"1154","5.11"
"1155","2.88"
"1156","3.55"
"1157","5.67"
"1158","8.54"
"1159","1.82"
"1160","0.16"
"1161","3.93"
"1162","9.0"
"1163","8.92"
"1164","8.88"
"1165","3.2"
"1166","6.73"
"1167","5.4"
"1168","1.32"
"1169","3.66"
"1170","1.91"
"1171","0.86"
"1172","5.71"
"1173","7.33"
"1174","5.43"
"1175","9.25"
"1176","1.26"
"1177","1.15"
"1178","8.37"
"1179","8.71"
"1180","9.26"
"1181","2.04"
"1182","9.31"
"1183","9.2"
"1184","0.3"
"1185","1.15"
"1186","6.94"
"1187","2.08"
"1188","2.07"
"1189","7.12"
"1190","1.21"
"1191","0.89"
"1192","1.39"
"1193","9.82"
"1194","1.59"
"1195","2.03"
"1196","1.66"
"1197","3.12"
"1198","5.2"
"1199","3.59"
"1200","5.06"
"1201","10.0"
"1202","6.08"
"1203","6.29"
"1204","4.27"
"1205","8.4"
"1206","8.99"
"1207","3.79"
"1208","5.79"
"1209","6.78"
"1210","7.6"
"1211","6.06"
"1212","1.98"
"1213","6.99"
"1214","5.27"
"1215","4.31"
"1216","1.45"
"1217","8.42"
"1218","2.26"
"1219","9.79"
"1220","8.69"
"1221","8.99"
"1222","9.87"
"1223","1.67"
"1224","4.18"
"1225","6.27"
"1226","8.88"
"1227","3.58"
"1228","1.58"
"1229","3.18"
"1230","4.38"
"1231","8.38"
"1232","5.43"
"1233","4.05"
"1234","4.33"
"1235","3.85"
"1236","8.28"
"1237","7.64"
"1238","2.33"
"1239","5.19"
"1240","0.32"
"1241","8.81"
"1242","6.18"
"1243","6.84"
"1244","8.77"
"1245","6.87"
"1246","3.1"
"1247","1.54"
"1248","1.06"
"1249","7.55"
"1250","3.72"
"1251","5.26"
"1252","5.5"
"1253","1.8"
"1254","6.22"
"1255","1.82"
"1256","7.89"
"1257","8.68"
"1258","8.62"
"1259","3.0"
"1260","2.28"
"1261","7.81"
"1262","3.18"
"1263","9.46"
"1264","5.07"
"1265","9.49"
"1266","9.18"
"1267","2.27"
"1268","2.27"
"1269","9.52"
"1270","1.13"
"1271","7.99"
"1272","3.51"
"1273","8.94"
"1274","8.07"
"1275","1.58"
"1276","8.16"
"1277","3.75"
"1278","7.62"
"1279","3.94"
"1280","9.76"
"1281","2.97"
"1282","3.78"
"1283","1.09"
"1284","2.04"
"1285","5.58"
"1286","7.3"
"1287","8.64"
"1288","4.45"
"1289","6.34"
"1290","6.41"
"1291","3.07"
"1292","3.46"
"1293","7.62"
"1294","1.06"
"1295","6.58"
"1296","1.11"
"1297","2.92"
"1298","2.33"
"1299","1.94"
"1300","0.34"
"1301","9.65"
"1302","9.01"
"1303","8.09"
"1304","1.52"
"1305","6.96"
"1306","0.8"
"1307","7.65"
"1308","5.99"
"1309","1.53"
"1310","1.91"
"1311","8.59"
"1312","1.62"
"1313","5.1"
"1314","0.67"
"1315","6.25"
"1316","2.61"
"1317","9.5"
"1318","8.94"
"1319","1.07"
"1320","5.31"
"1321","6.44"
"1322","1.84"
"1323","5.78"
"1324","4.26"
"1325","4.15"
"1326","1.84"
"1327","1.37"
"1328","5.11"
"1329","2.41"
"1330","2.38"
"1331","6.54"
"1332","8.96"
"1333","0.16"
"1334","6.48"
"1335","9.08"
"1336","6.23"
"1337","1.35"
"1338","2.33"
"1339","9.24"
"1340","6.71"
"1341","2.58"
"1342","9.81"
"1343","2.57"
"1344","7.13"
"1345","4.08"
"1346","5.79"
"1347","4.73"
"1348","2.42"
"1349","8.72"
"1350","8.47"
"1351","8.78"
"1352","3.3"
"1353","8.46"
"1354","3.26"
"1355","8.45"
"1356","7.01"
"1357","8.14"
"1358","3.18"
"1359","5.61"
"1360","9.07"
"1361","1.91"
"1362","6.89"
"1363","1.64"
"1364","4.99"
"1365","4.64"
"1366","8.17"
"1367","4.93"
"1368","1.53"
"1369","8.91"
"1370","1.0"
"1371","4.21"
"1372","5.64"
"1373","7.15"
"1374","7.72"
"1375","2.44"
"1376","7.39"
"1377","6.3"
"1378","8.98"
"1379","2.79"
"1380","3.73"
"1381","0.56"
"1382","5.11"
"1383","8.07"
"1384","5.63"
"1385","6.66"
"1386","2.09"
"1387","1.54"
"1388","0.51"
"1389","0.1"
"1390","4.06"
"1391","4.82"
"1392","3.35"
"1393","9.37"
"1394","7.04"
"1395","5.31"
"1396","3.43"
"1397","8.94"
"1398","2.07"
"1399","5.53"
"1400","8.9"
"1401","4.72"
"1402","6.6"
"1403","6.11"
"1404","8.6"
"1405","1.61"
"1406","3.01"
"1407","3.15"
"1408","4.4"
"1409","0.87"
"1410","7.4"
"1411","1.23"
"1412","7.09"
"1413","7.46"
"1414","6.86"
"1415","4.38"
"1416","3.4"
"1417","4.17"
"1418","5.45"
"1419","7.9"
"1420","5.75"
"1421","4.08"
"1422","0.51"
"1423","0.57"
"1424","9.79"
"1425","3.19"
"1426","8.75"
"1427","3.23"
"1428","6.68"
"1429","9.97"
"1430","5.57"
"1431","2.59"
"1432","4.35"
"1433","8.37"
"1434","8.83"
"1435","6.97"
"1436","4.87"
"1437","1.3"
"1438","6.61"
"1439","2.46"
"1440","0.68"
"1441","9.86"
"1442","6.67"
"1443","9.03"
"1444","8.73"
"1445","1.07"
"1446","6.31"
"1447","0.76"
"1448","9.3"
"1449","4.1"
"1450","5.28"
"1451","2.81"
"1452","3.61"
"1453","9.09"
"1454","9.82"
"1455","1.53"
"1456","7.33"
"1457","1.27"
"1458","6.44"
"1459","5.85"
"1460","9.31"
"1461","9.48"
"1462","0.15"
"1463","3.68"
"1464","3.48"
"1465","5.31"
"1466","1.17"
"1467","8.86"
"1468","7.66"
"1469","3.57"
"1470","8.14"
"1471","0.59"
"1472","4.14"
"1473","0.64"
"1474","5.85"
"1475","8.02"
"1476","1.53"
"1477","0.54"
"1478","9.47"
"1479","4.99"
"1480","6.5"
"1481","6.19"
"1482","3.14"
"1483","3.54"
"1484","2.07"
"1485","6.32"
"1486","6.0"
"1487","2.64"
"1488","7.33"
"1489","4.58"
"1490","0.45"
"1491","4.79"
"1492","1.23"
"1493","8.16"
"1494","5.6"
"1495","2.55"
"1496","5.3"
"1497","9.14"
"1498","3.94"
"1499","1.72"
"1500","5.67"
"1501","8.91"
"1502","0.48"
"1503","9.12"
"1504","4.82"
"1505","0.76"
"1506","0.41"
"1507","9.95"
"1508","0.93"
"1509","8.87"
"1510","2.77"
"1511","0.05"
"1512","5.96"
"1513","5.36"
"1514","5.26"
"1515","3.3"
"1516","0.31"
"1517","9.52"
"1518","0.55"
"1519","0.33"
"1520","1.35"
"1521","9.99"
"1522","2.43"
"1523","3.88"
"1524","1.61"
"1525","5.83"
"1526","1.59"
"1527","2.9"
"1528","7.44"
"1529","7.45"
"1530","7.2"
"1531","4.76"
"1532","5.97"
"1533","3.63"
"1534","2.1"
"1535","6.66"
"1536","0.4"
"1537","1.77"
"1538","5.75"
"1539","0.16"
"1540","5.12"
"1541","7.25"
"1542","9.13"
"1543","4.58"
"1544","9.15"
"1545","0.72"
"1546","8.81"
"1547","7.08"
"1548","8.24"
"1549","2.97"
"1550","1.46"
"1551","3.13"
"1552","8.14"
"1553","4.79"
"1554","0.03"
"1555","7.75"
"1556","7.62"
"1557","5.46"
"1558","4.91"
"1559","7.22"
"1560","9.52"
"1561","8.45"
"1562","1.96"
"1563","2.97"
"1564","0.16"
"1565","9.62"
"1566","1.55"
"1567","0.94"
"1568","5.88"
"1569","7.42"
"1570","6.5"
"1571","2.73"
"1572","9.29"
"1573","9.66"
"1574","6.24"
"1575","5.29"
"1576","4.1"
"1577","0.29"
"1578","2.68"
"1579","3.81"
"1580","7.25"
"1581","1.37"
"1582","0.67"
"1583","5.07"
"1584","3.21"
"1585","9.32"
"1586","7.78"
"1587","3.45"
"1588","1.16"
"1589","4.42"
"1590","4.74"
"1591","5.89"
"1592","0.04"
"1593","9.62"
"1594","0.39"
"1595","0.1"
"1596","6.09"
"1597","4.68"
"1598","1.87"
"1599","9.39"
"1600","3.41"
"1601","3.93"
"1602","9.88"
"1603","6.06"
"1604","2.31"
"1605","7.31"
"1606","3.37"
"1607","1.41"
"1608","4.33"
"1609","0.9"
"1610","3.07"
"1611","7.5"
"1612","8.1"
"1613","1.45"
"1614","9.19"
"1615","0.79"
"1616","5.27"
"1617","3.91"
"1618","8.98"
"1619","2.52"
"1620","8.6"
"1621","0.45"
"1622","2.36"
"1623","6.04"
"1624","6.64"
"1625","7.47"
"1626","7.36"
"1627","4.74"
"1628","8.81"
"1629","1.12"
"1630","9.34"
"1631","5.42"
"1632","2.6"
"1633","0.63"
"1634","1.95"
"1635","2.09"
"1636","8.05"
"1637","5.61"
"1638","4.5"
"1639","7.29"
"1640","7.37"
"1641","0.05"
"1642","9.0"
"1643","3.11"
"1644","6.29"
"1645","1.1"
"1646","9.07"
"1647","9.67"
"1648","7.32"
"1649","2.67"
"1650","3.45"
"1651","3.78"
"1652","5.07"
"1653","5.01"
"1654","4.64"
"1655","9.51"
"1656","1.93"
"1657","1.97"
"1658","6.19"
"1659","8.32"
"1660","5.97"
"1661","7.6"
"1662","5.0"
"1663","8.43"
"1664","6.01"
