applicant_id,score
"171","6.17"
"172","7.95"
"173","2.28"
"174","2.61"
"175","5.15"
"176","7.41"
"177","9.65"
"178","0.11"
"179","3.65"
"180","2.4"
"181","9.1"
"182","9.77"
"183","6.94"
"184","2.46"
"185","9.56"
"186","5.97"
"187","9.83"
"188","0.76"
"189","8.78"
"190","5.91"
"191","1.99"
"192","5.39"
"193","7.74"
"194","4.35"
"195","8.67"
"196","5.04"
"197","2.43"
"198","0.88"
"199","8.27"
"200","9.21"
"201","2.45"
"202","1.02"
"203","3.1"
"204","1.17"
"205","4.84"
"206","0.46"
"207","3.57"
"208","4.31"
"209","6.45"
"210","5.51"
"211","9.16"
"212","2.74"
"213","4.68"
"214","1.51"
"215","0.51"
"216","7.8"
"217","6.71"
"218","6.03"
"219","6.85"
"220","9.0"
"221","0.35"
"222","1.03"
"223","2.38"
"224","5.08"
"225","5.13"
"226","3.38"
"227","9.33"
"228","0.5"
"229","2.1"
"230","6.26"
"231","7.61"
"232","6.24"
"233","0.23"
"234","2.14"
"235","5.46"
"236","6.23"
"237","8.63"
"238","6.44"
"239","3.19"
"240","1.88"
"241","3.63"
"242","0.67"
"243","8.49"
"244","3.08"
"245","8.89"
"246","7.89"
"247","0.91"
"248","2.84"
"249","5.06"
"250","6.68"
"251","0.25"
"252","4.58"
"253","9.96"
"254","5.67"
"255","8.69"
"256","9.82"
"257","3.01"
"258","9.12"
"259","8.56"
"260","6.12"
"261","6.26"
"262","7.79"
"263","3.53"
"264","4.15"
"265","9.53"
"266","1.81"
"267","5.26"
"268","0.1"
"269","1.82"
"270","0.8"
"271","2.54"
"272","5.91"
"273","1.25"
"274","5.08"
"275","7.37"
"276","5.98"
"277","3.25"
"278","0.14"
"279","7.62"
"280","4.23"
"281","8.88"
"282","3.85"
"283","5.53"
"284","7.68"
"285","8.77"
"286","6.13"
"287","2.92"
"288","5.73"
"289","2.37"
"290","7.67"
"291","2.74"
"292","8.59"
"293","3.38"
"294","9.68"
"295","0.42"
"296","6.99"
"297","1.37"
"298","5.12"
"299","1.75"
"300","1.83"
"301","6.14"
"302","8.42"
"303","3.18"
"304","7.62"
"305","7.13"
"306","6.42"
"307","8.4"
"308","7.17"
"309","8.12"
"310","0.88"
"311","9.59"
"312","3.33"
"313","4.08"
"314","6.23"
"315","5.65"
"316","1.38"
"317","7.26"
"318","6.87"
"319","8.96"
"320","2.15"
"321","2.82"
"322","0.93"
"323","8.59"
"324","0.75"
"325","9.46"
"326","5.38"
"327","4.7"
"328","7.91"
"329","1.68"
"330","1.34"
"331","3.77"
"332","0.62"
"333","4.77"
"334","1.77"
"335","5.61"
"336","6.18"
"337","7.2"
"338","4.96"
"339","2.37"
"340","8.93"
"341","8.84"
"342","6.86"
"343","6.05"
"344","5.96"
"345","9.37"
"346","2.13"
"347","3.97"
"348","2.62"
"349","0.49"
"350","4.38"
"351","9.83"
"352","2.05"
"353","0.83"
"354","5.06"
"355","5.86"
"356","4.91"
"357","0.55"
"358","9.64"
"359","1.94"
"360","5.92"
"361","0.39"
"362","5.64"
"363","8.81"
"364","8.2"
"365","0.68"
"366","1.91"
"367","1.22"
"368","7.43"
"369","4.12"
"370","7.03"
"371","8.84"
"372","0.59"
"373","0.26"
"374","7.13"
"375","6.07"
"376","6.47"
"377","0.12"
"378","9.96"
"379","4.56"
"380","6.16"
"381","1.44"
"382","4.33"
"383","7.56"
"384","4.35"
"385","0.97"
"386","4.66"
"387","8.81"
"388","2.39"
"389","3.08"
"390","1.08"
"391","4.73"
"392","0.26"
"393","2.28"
"394","4.66"
"395","6.07"
"396","5.49"
"397","5.04"
"398","8.85"
"399","2.8"
"400","3.32"
"401","3.05"
"402","8.98"
"403","9.64"
"404","0.7"
"405","7.67"
"406","6.16"
"407","2.92"
"408","4.93"
"409","5.56"
"410","6.94"
"411","6.71"
"412","3.1"
"413","2.82"
"414","7.37"
"415","7.16"
"416","2.12"
"417","0.71"
"418","4.02"
"419","6.0"
"420","7.02"
"421","1.79"
"422","9.2"
"423","9.22"
"424","4.87"
"425","3.8"
"426","3.89"
"427","2.5"
"428","1.83"
"429","3.87"
"430","4.33"
"431","8.87"
"432","1.88"
"433","7.41"
"434","2.72"
"435","8.96"
"436","8.16"
"437","2.7"
"438","4.01"
"439","6.73"
"440","4.97"
"441","1.96"
"442","2.74"
"443","8.19"
"444","5.53"
"445","7.92"
"446","8.2"
"447","2.06"
"448","5.58"
"449","2.17"
"450","3.78"
"451","8.42"
"452","9.21"
"453","1.15"
"454","6.59"
"455","0.1"
"456","2.66"
"457","7.29"
"458","7.03"
"459","2.53"
"460","1.23"
"461","2.16"
"462","3.32"
"463","6.38"
"464","3.43"
"465","7.72"
"466","3.96"
"467","3.99"
"468","7.45"
"469","6.71"
"470","6.8"
"471","5.51"
"472","6.19"
"473","2.01"
"474","9.88"
"475","3.07"
"476","3.84"
"477","9.17"
"478","3.19"
"479","9.61"
"480","6.67"
"481","0.74"
"482","5.55"
"483","4.57"
"484","8.2"
"485","0.8"
"486","4.97"
"487","2.09"
"488","3.45"
"489","0.94"
"490","5.69"
"491","4.31"
"492","7.91"
"493","5.63"
"494","9.7"
"495","4.75"
"496","6.74"
"497","1.35"
"498","9.39"
"499","6.12"
"500","1.22"
"501","9.17"
"502","4.53"
"503","3.98"
"504","6.03"
"505","5.63"
"506","5.06"
"507","0.48"
"508","4.32"
"509","5.01"
"510","6.06"
"511","3.76"
"512","6.42"
"513","1.99"
"514","0.38"
"515","3.39"
"516","9.01"
"517","8.38"
"518","7.54"
"519","0.33"
"520","2.05"
"521","0.44"
"522","0.76"
"523","9.36"
"524","0.23"
"525","8.09"
"526","3.81"
"527","0.53"
"528","2.2"
"529","8.3"
"530","9.44"
"531","7.04"
"532","7.92"
"533","1.74"
"534","0.02"
"535","3.55"
"536","4.04"
"537","6.29"
"538","0.59"
"539","1.73"
"540","7.44"
"541","1.47"
"542","7.06"
"543","1.39"
"544","1.29"
"545","8.01"
"546","5.73"
"547","4.39"
"548","1.75"
"549","5.06"
"550","5.24"
"551","5.64"
"552","0.58"
"553","2.81"
"554","7.53"
"555","6.88"
"556","3.36"
"557","8.77"
"558","9.74"
"559","8.18"
"560","6.62"
"561","5.31"
"562","3.2"
"563","1.82"
"564","6.78"
"565","0.6"
"566","2.19"
"567","3.58"
"568","7.41"
"569","0.0"
"570","1.52"
"571","2.83"
"572","5.22"
"573","2.67"
"574","1.8"
"575","4.23"
"576","0.08"
"577","1.78"
"578","4.69"
"579","2.94"
"580","8.93"
"581","2.94"
"582","9.24"
"583","5.18"
"584","4.88"
"585","3.37"
"586","1.99"
"587","8.21"
"588","7.34"
"589","6.46"
"590","6.28"
"591","9.3"
"592","5.54"
"593","8.24"
"594","4.01"
"595","1.05"
"596","6.89"
"597","9.81"
"598","4.95"
"599","7.88"
"600","5.97"
"601","7.52"
"602","0.88"
"603","1.62"
"604","7.08"
"605","3.51"
"606","6.58"
"607","8.81"
"608","4.95"
"609","6.06"
"610","0.6"
"611","0.21"
"612","7.34"
"613","5.18"
"614","2.13"
"615","7.36"
"616","2.85"
"617","7.51"
"618","0.14"
"619","2.01"
"620","4.26"
"621","3.4"
"622","6.94"
"623","1.81"
"624","3.21"
"625","6.64"
"626","0.79"
"627","2.35"
"628","6.25"
"629","8.74"
"630","3.56"
"631","2.52"
"632","7.39"
"633","2.0"
"634","5.7"
"635","0.05"
"636","2.22"
"637","7.91"
"638","4.52"
"639","3.2"
"640","6.95"
"641","2.74"
"642","7.8"
"643","5.22"
"644","8.63"
"645","0.73"
"646","1.17"
"647","2.32"
"648","9.36"
"649","9.29"
"650","6.3"
"651","9.69"
"652","4.23"
"653","0.56"
"654","7.51"
"655","8.71"
"656","1.03"
"657","4.19"
"658","8.86"
"659","5.13"
"660","4.54"
"661","8.71"
"662","4.64"
"663","2.8"
"664","7.38"
"665","8.96"
"666","1.56"
"667","8.66"
"668","9.34"
"669","3.43"
"670","0.12"
"671","9.22"
"672","3.21"
"673","4.05"
"674","7.05"
"675","2.85"
"676","4.05"
"677","5.71"
"678","1.71"
"679","2.25"
"680","6.75"
"681","7.28"
"682","4.75"
"683","4.17"
"684","1.51"
"685","8.45"
"686","3.62"
"687","8.22"
"688","5.45"
"689","2.77"
"690","9.65"
"691","8.8"
"692","3.92"
"693","2.05"
"694","1.19"
"695","0.63"
"696","9.53"
"697","4.3"
"698","4.57"
"699","2.43"
"700","9.78"
"701","0.32"
"702","3.4"
"703","0.24"
"704","9.91"
"705","5.64"
"706","8.78"
"707","2.03"
"708","8.33"
"709","0.73"
"710","9.22"
"711","4.15"
"712","5.88"
"713","3.01"
"714","9.54"
"715","3.03"
"716","8.49"
"717","5.95"
"718","0.2"
"719","0.95"
"720","1.43"
"721","6.94"
"722","7.54"
"723","0.86"
"724","6.28"
"725","9.25"
"726","4.66"
"727","3.77"
"728","3.57"
"729","3.59"
"730","3.06"
"731","2.35"
"732","0.72"
"733","4.92"
"734","2.16"
"735","3.05"
"736","8.14"
"737","2.14"
"738","4.81"
"739","4.16"
"740","1.06"
"741","6.08"
"742","5.14"
"743","4.03"
"744","3.73"
"745","9.29"
"746","6.0"
"747","0.72"
"748","1.55"
"749","1.77"
"750","4.82"
"751","9.19"
"752","4.87"
"753","6.17"
"754","6.94"
"755","1.22"
"756","1.29"
"757","0.26"
"758","0.52"
"759","1.65"
"760","5.49"
"761","5.62"
"762","2.29"
"763","4.48"
"764","4.86"
"765","2.04"
"766","8.12"
"767","3.49"
"768","4.27"
"769","1.61"
"770","7.29"
"771","9.93"
"772","5.88"
"773","8.05"
"774","7.19"
"775","2.38"
"776","9.71"
"777","1.3"
"778","5.04"
"779","0.13"
"780","5.43"
"781","9.26"
"782","2.58"
"783","8.8"
"784","4.88"
"785","7.72"
"786","5.02"
"787","5.67"
"788","2.46"
"789","2.44"
"790","2.37"
"791","0.1"
"792","0.83"
"793","1.66"
"794","3.22"
"795","4.27"
"796","0.35"
"797","7.4"
"798","1.85"
"799","7.53"
"800","6.64"
"801","6.22"
"802","3.49"
"803","8.74"
"804","6.46"
"805","6.91"
"806","9.02"
"807","0.48"
"808","7.8"
"809","2.96"
"810","9.51"
"811","3.02"
"812","0.77"
"813","4.58"
"814","4.27"
"815","9.12"
"816","0.74"
"817","9.45"
"818","7.76"
"819","3.59"
"820","7.96"
"821","4.21"
"822","8.73"
"823","8.44"
"824","3.04"
"825","7.39"
"826","5.68"
"827","2.78"
"828","8.94"
"829","2.89"
"830","8.45"
"831","1.52"
"832","1.62"
"833","0.36"
"834","0.71"
"835","1.47"
"836","0.27"
"837","0.53"
"838","3.82"
"839","7.8"
"840","1.43"
"841","7.23"
"842","2.95"
"843","6.26"
"844","6.22"
"845","7.29"
"846","5.83"
"847","0.39"
"848","7.85"
"849","0.79"
"850","0.05"
"851","0.61"
"852","8.16"
"853","7.53"
"854","8.01"
"855","9.31"
"856","2.2"
"857","0.83"
"858","6.44"
"859","3.57"
"860","2.1"
"861","3.12"
"862","9.22"
"863","0.85"
"864","1.11"
"865","9.02"
"866","7.39"
"867","4.52"
"868","1.18"
"869","7.79"
"870","5.46"
"871","2.88"
"872","1.42"
"873","4.26"
"874","0.73"
"875","9.1"
"876","8.62"
"877","2.31"
"878","3.02"
"879","3.04"
"880","7.16"
"881","6.65"
"882","4.35"
"883","9.03"
"884","0.75"
"885","2.62"
"886","7.13"
"887","5.3"
"888","8.67"
"889","8.74"
"890","8.97"
"891","7.11"
"892","9.69"
"893","4.04"
"894","6.47"
"895","2.98"
"896","5.66"
"897","7.83"
"898","6.87"
"899","0.29"
"900","5.65"
"901","6.3"
"902","3.85"
"903","5.87"
"904","4.31"
"905","1.72"
"906","8.24"
"907","8.36"
"908","0.39"
"909","5.44"
"910","7.7"
"911","8.84"
"912","5.64"
"913","3.92"
"914","0.86"
"915","4.16"
"916","0.37"
"917","8.22"
"918","1.79"
"919","4.04"
"920","8.51"
"921","9.4"
"922","7.37"
"923","0.41"
"924","4.17"
"925","4.15"
"926","8.4"
"927","8.51"
"928","2.5"
"929","7.78"
"930","4.3"
"931","5.41"
"932","4.61"
"933","9.8"
"934","4.49"
"935","9.89"
"936","4.57"
"937","1.55"
"938","3.21"
"939","8.57"
"940","2.77"
"941","1.59"
"942","8.77"
"943","3.89"
"944","2.99"
"945","4.15"
"946","0.28"
"947","4.64"
"948","6.2"
"949","8.67"
"950","8.63"
"951","1.28"
"952","3.0"
"953","2.13"
"954","4.05"
"955","8.39"
"956","6.41"
"957","5.63"
"958","1.32"
"959","8.32"
"960","0.87"
"961","5.76"
"962","3.39"
"963","1.58"
"964","5.99"
"965","6.67"
"966","6.17"
"967","6.25"
"968","5.96"
"969","6.17"
"970","0.87"
"971","3.35"
"972","4.97"
"973","5.12"
"974","3.2"
"975","3.17"
"976","2.47"
"977","6.2"
"978","8.49"
"979","3.61"
"980","1.54"
"981","7.25"
"982","8.23"
"983","3.17"
"984","9.74"
"985","9.59"
"986","8.08"
"987","6.26"
"988","0.33"
"989","1.45"
"990","5.4"
"991","5.29"
"992","5.75"
"993","9.9"
"994","0.25"
"995","5.51"
"996","0.46"
"997","1.82"
"998","2.26"
"999","5.58"
"1000","2.65"
"1001","1.89"
"1002","0.56"
"1003","9.62"
"1004","4.32"
"1005","9.97"
"1006","9.33"
"1007","7.61"
"1008","2.62"
"1009","7.28"
"1010","3.21"
"1011","3.14"
"1012","5.72"
"1013","9.92"
"1014","1.54"
"1015","0.53"
"1016","9.66"
"1017","7.26"
"1018","1.43"
"1019","0.17"
"1020","0.08"
"1021","3.82"
"1022","7.87"
"1023","2.86"
"1024","9.59"
"1025","3.15"
"1026","5.45"
"1027","8.06"
"1028","2.56"
"1029","2.32"
"1030","6.85"
"1031","0.73"
"1032","1.02"
"1033","5.4"
"1034","6.19"
"1035","7.2"
"1036","7.2"
"1037","8.74"
"1038","5.91"
"1039","0.44"
"1040","2.34"
"1041","9.64"
"1042","2.49"
"1043","2.85"
"1044","9.51"
"1045","0.92"
"1046","8.34"
"1047","5.47"
"1048","2.33"
"1049","3.79"
"1050","6.26"
"1051","1.59"
"1052","4.21"
"1053","6.31"
"1054","1.31"
"1055","2.42"
"1056","5.11"
"1057","5.29"
"1058","2.15"
"1059","4.99"
"1060","9.87"
"1061","5.12"
"1062","6.61"
"1063","8.66"
"1064","2.56"
"1065","5.36"
"1066","9.07"
"1067","6.96"
"1068","5.33"
"1069","9.82"
"1070","6.66"
"1071","3.42"
"1072","3.04"
"1073","2.71"
"1074","2.88"
"1075","9.32"
"1076","8.45"
"1077","8.93"
"1078","7.58"
"1079","3.12"
"1080","7.12"
"1081","0.77"
"1082","6.52"
"1083","2.99"
"1084","9.56"
"1085","2.69"
"1086","3.65"
"1087","9.19"
"1088","8.9"
"1089","8.48"
"1090","1.99"
"1091","2.72"
"1092","4.66"
"1093","6.01"
"1094","3.27"
"1095","1.8"
"1096","3.38"
"1097","1.66"
"1098","7.72"
"1099","7.05"
"1100","3.18"
"1101","9.64"
"1102","3.83"
"1103","7.43"
"1104","3.79"
"1105","6.25"
"1106","8.55"
"1107","2.77"
"1108","1.26"
"1109","8.84"
"1110","2.93"
"1111","1.01"
"1112","7.11"
"1113","3.2"
"1114","0.75"
"1115","6.4"
"1116","5.52"
"1117","2.06"
"1118","0.22"
"1119","6.29"
"1120","5.36"
"1121","8.75"
"1122","0.69"
"1123","8.23"
"1124","0.84"
"1125","1.43"
"1126","3.55"
"1127","5.04"
"1128","7.4"
"1129","9.07"
"1130","2.65"
"1131","8.06"
"1132","7.95"
"1133","7.47"
"1134","1.41"
"1135","3.35"
"1136","4.5"
"1137","0.16"
"1138","0.38"
"1139","9.2"
"1140","4.3"
"1141","6.13"
"1142","6.41"
"1143","9.26"
"1144","7.13"
"1145","6.28"
"1146","0.2"
"1147","7.01"
"1148","3.77"
"1149","9.25"
"1150","6.26"
"1151","8.44"
"1152","4.65"
"1153","1.07"
"1154","6.26"
"1155","6.28"
"1156","1.71"
"1157","5.1"
"1158","0.66"
"1159","8.46"
"1160","5.29"
"1161","1.25"
"1162","6.13"
"1163","3.96"
"1164","0.29"
"1165","1.4"
"1166","9.31"
"1167","3.84"
"1168","5.23"
"1169","3.92"
"1170","2.22"
"1171","1.18"
"1172","1.13"
"1173","9.55"
"1174","0.73"
"1175","9.13"
"1176","5.04"
"1177","9.17"
"1178","3.57"
"1179","4.86"
"1180","9.85"
"1181","0.87"
"1182","8.9"
"1183","6.11"
"1184","5.09"
"1185","9.74"
"1186","8.86"
"1187","4.02"
"1188","4.04"
"1189","5.66"
"1190","1.35"
"1191","7.51"
"1192","3.71"
"1193","7.02"
"1194","2.92"
"1195","9.72"
"1196","4.13"
"1197","2.77"
"1198","0.56"
"1199","9.48"
"1200","2.58"
"1201","8.79"
"1202","4.87"
"1203","6.7"
"1204","7.95"
"1205","2.64"
"1206","5.53"
"1207","1.36"
"1208","6.78"
"1209","2.81"
"1210","2.76"
"1211","6.07"
"1212","7.18"
"1213","2.56"
"1214","3.59"
"1215","5.11"
"1216","3.1"
"1217","8.06"
"1218","1.87"
"1219","5.14"
"1220","4.44"
"1221","6.89"
"1222","2.6"
"1223","7.45"
"1224","0.86"
"1225","4.33"
"1226","0.89"
"1227","8.14"
"1228","2.18"
"1229","7.06"
"1230","3.48"
"1231","1.26"
"1232","9.62"
"1233","6.23"
"1234","9.26"
"1235","5.05"
"1236","9.67"
"1237","4.39"
"1238","4.62"
"1239","2.62"
"1240","7.98"
"1241","9.08"
"1242","8.7"
"1243","4.26"
"1244","4.92"
"1245","9.31"
"1246","8.72"
"1247","6.76"
"1248","2.39"
"1249","5.06"
"1250","1.17"
"1251","2.23"
"1252","6.97"
"1253","5.79"
"1254","3.52"
"1255","4.96"
"1256","3.59"
"1257","9.96"
"1258","1.53"
"1259","4.38"
"1260","4.73"
"1261","2.43"
"1262","8.1"
"1263","1.4"
"1264","3.04"
"1265","1.75"
"1266","3.96"
"1267","6.77"
"1268","7.21"
"1269","4.91"
"1270","9.19"
"1271","5.83"
"1272","1.52"
"1273","4.03"
"1274","4.07"
"1275","3.48"
"1276","3.59"
"1277","0.88"
"1278","0.79"
"1279","9.85"
"1280","9.22"
"1281","6.16"
"1282","7.55"
"1283","8.96"
"1284","4.75"
"1285","8.04"
"1286","3.98"
"1287","3.95"
"1288","6.04"
"1289","2.34"
"1290","3.84"
"1291","9.53"
"1292","6.41"
"1293","8.26"
"1294","9.13"
"1295","2.52"
"1296","9.42"
"1297","4.44"
"1298","4.78"
"1299","6.52"
"1300","1.09"
"1301","4.9"
"1302","5.66"
"1303","0.55"
"1304","4.8"
"1305","3.91"
"1306","5.87"
"1307","8.39"
"1308","2.27"
"1309","1.23"
"1310","8.54"
"1311","0.21"
"1312","9.96"
"1313","0.95"
"1314","8.87"
"1315","0.22"
"1316","1.53"
"1317","6.64"
"1318","8.0"
"1319","4.96"
"1320","4.02"
"1321","9.1"
"1322","3.71"
"1323","6.22"
"1324","8.41"
"1325","1.39"
"1326","6.92"
"1327","1.23"
"1328","0.45"
"1329","2.3"
"1330","7.35"
"1331","5.28"
"1332","0.43"
"1333","6.14"
"1334","8.37"
"1335","7.01"
"1336","7.86"
"1337","8.0"
"1338","5.59"
"1339","3.16"
"1340","1.36"
"1341","8.18"
"1342","3.65"
"1343","6.4"
"1344","2.35"
"1345","7.32"
"1346","6.25"
"1347","4.38"
"1348","8.57"
"1349","6.95"
"1350","4.75"
"1351","7.59"
"1352","7.46"
"1353","5.26"
"1354","8.68"
"1355","5.21"
"1356","6.45"
"1357","2.64"
"1358","9.17"
"1359","0.79"
"1360","3.86"
"1361","1.61"
"1362","9.97"
"1363","6.74"
"1364","0.69"
"1365","1.79"
"1366","7.28"
"1367","4.58"
"1368","4.99"
"1369","9.1"
"1370","9.4"
"1371","0.95"
"1372","7.03"
"1373","4.12"
"1374","7.96"
"1375","4.81"
"1376","8.87"
"1377","2.01"
"1378","3.59"
"1379","4.21"
"1380","6.85"
"1381","5.24"
"1382","9.74"
"1383","7.8"
"1384","8.36"
"1385","3.66"
"1386","7.22"
"1387","2.59"
"1388","2.9"
"1389","9.5"
"1390","8.27"
"1391","1.65"
"1392","4.27"
"1393","7.11"
"1394","9.53"
"1395","1.2"
"1396","6.09"
"1397","0.65"
"1398","2.59"
"1399","1.85"
"1400","0.26"
"1401","2.01"
"1402","0.47"
"1403","9.68"
"1404","3.79"
"1405","9.06"
"1406","4.81"
"1407","9.32"
"1408","0.76"
"1409","7.6"
"1410","0.32"
"1411","1.42"
"1412","8.61"
"1413","6.85"
"1414","2.02"
"1415","8.23"
"1416","5.87"
"1417","1.89"
"1418","2.78"
"1419","8.12"
"1420","7.04"
"1421","0.01"
"1422","5.23"
"1423","3.48"
"1424","8.31"
"1425","0.14"
"1426","5.83"
"1427","6.49"
"1428","5.58"
"1429","0.37"
"1430","2.49"
"1431","3.12"
"1432","9.47"
"1433","2.98"
"1434","7.16"
"1435","9.47"
"1436","9.62"
"1437","1.26"
"1438","4.5"
"1439","2.14"
"1440","4.98"
"1441","7.1"
"1442","9.08"
"1443","5.8"
"1444","9.13"
"1445","0.63"
"1446","4.84"
"1447","8.34"
"1448","3.2"
"1449","7.44"
"1450","8.56"
"1451","3.85"
"1452","8.23"
"1453","2.79"
"1454","1.14"
"1455","9.13"
"1456","3.06"
"1457","4.65"
"1458","6.4"
"1459","7.03"
"1460","1.82"
"1461","2.2"
"1462","2.63"
"1463","7.64"
"1464","3.16"
"1465","7.5"
"1466","9.92"
"1467","5.07"
"1468","3.54"
"1469","5.55"
"1470","7.89"
"1471","6.42"
"1472","4.67"
"1473","8.13"
"1474","3.36"
"1475","7.49"
"1476","2.97"
"1477","5.97"
"1478","6.8"
"1479","9.92"
"1480","0.13"
"1481","1.95"
"1482","4.56"
"1483","5.83"
"1484","9.67"
"1485","6.58"
"1486","4.87"
"1487","4.75"
"1488","4.92"
"1489","2.36"
"1490","7.09"
"1491","8.36"
"1492","8.25"
"1493","0.33"
"1494","5.27"
"1495","7.83"
"1496","7.19"
"1497","8.49"
"1498","9.39"
"1499","3.99"
"1500","8.33"
"1501","1.79"
"1502","3.49"
"1503","0.95"
"1504","1.69"
"1505","4.5"
"1506","3.24"
"1507","1.61"
"1508","7.21"
"1509","2.26"
"1510","7.39"
"1511","7.01"
"1512","0.37"
"1513","4.0"
"1514","10.0"
"1515","6.52"
"1516","3.96"
"1517","7.82"
"1518","8.07"
"1519","1.9"
"1520","7.09"
"1521","8.16"
"1522","8.61"
"1523","7.94"
"1524","7.6"
"1525","5.52"
"1526","9.86"
"1527","1.23"
"1528","6.92"
"1529","2.58"
"1530","8.11"
"1531","4.96"
"1532","2.79"
"1533","0.02"
"1534","2.61"
"1535","8.03"
"1536","5.95"
"1537","4.46"
"1538","8.98"
"1539","7.32"
"1540","2.66"
"1541","5.82"
"1542","4.89"
"1543","5.56"
"1544","3.88"
"1545","7.4"
"1546","5.94"
"1547","5.35"
"1548","7.59"
"1549","5.21"
"1550","6.18"
"1551","7.09"
"1552","5.51"
"1553","1.11"
"1554","8.12"
"1555","6.77"
"1556","0.59"
"1557","3.7"
"1558","9.09"
"1559","8.77"
"1560","5.07"
"1561","3.74"
"1562","1.84"
"1563","5.16"
"1564","8.47"
"1565","6.99"
"1566","8.34"
"1567","1.75"
"1568","0.61"
"1569","7.08"
"1570","4.1"
"1571","0.65"
"1572","2.34"
"1573","7.31"
"1574","7.56"
"1575","7.25"
"1576","9.41"
"1577","2.99"
"1578","8.79"
"1579","9.93"
"1580","3.21"
"1581","2.46"
"1582","3.57"
"1583","7.22"
"1584","8.54"
"1585","0.78"
"1586","6.26"
"1587","9.74"
"1588","6.59"
"1589","0.35"
"1590","9.74"
"1591","1.07"
"1592","2.53"
"1593","9.31"
"1594","1.25"
"1595","4.9"
"1596","0.51"
"1597","1.48"
"1598","5.35"
"1599","9.69"
"1600","8.64"
"1601","0.43"
"1602","2.47"
"1603","6.0"
"1604","6.5"
"1605","5.43"
"1606","2.29"
"1607","3.24"
"1608","6.16"
"1609","0.82"
"1610","5.8"
"1611","4.1"
"1612","3.59"
"1613","8.82"
"1614","1.76"
"1615","6.58"
"1616","9.35"
"1617","9.52"
"1618","9.48"
"1619","8.36"
"1620","6.95"
"1621","7.21"
"1622","0.43"
"1623","1.27"
"1624","0.74"
"1625","9.15"
"1626","5.13"
"1627","0.7"
"1628","0.67"
"1629","5.82"
"1630","0.65"
"1631","1.71"
"1632","8.3"
"1633","9.02"
"1634","7.02"
"1635","4.23"
"1636","5.61"
"1637","10.0"
"1638","1.5"
"1639","6.25"
"1640","0.33"
"1641","3.03"
"1642","4.82"
"1643","0.75"
"1644","2.31"
"1645","9.73"
"1646","8.21"
"1647","8.21"
"1648","5.98"
"1649","7.29"
"1650","2.31"
"1651","2.8"
"1652","6.55"
"1653","3.06"
"1654","8.46"
"1655","2.69"
"1656","6.57"
"1657","4.67"
"1658","7.27"
"1659","3.33"
"1660","3.54"
"1661","7.74"
"1662","7.22"
"1663","0.28"
